5.128.0.0/10	32.0.0.0/5	0.0.0.0/16	0.0.32.0/19		10
5.192.0.0/13	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.200.0.0/13	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.208.0.0/13	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.216.0.0/15	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.218.0.0/17	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.218.128.0/19	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.218.160.0/19	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.218.192.0/19	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		9
5.218.224.0/19	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		12
5.219.0.0/17	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.219.128.0/17	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.220.0.0/15	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.222.0.0/15	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.224.0.0/11	32.0.0.0/6	0.0.0.0/16	0.0.32.0/19		5
5.192.0.0/13	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.200.0.0/13	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.208.0.0/13	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.216.0.0/15	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.218.0.0/17	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		7
5.218.128.0/19	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.218.160.0/19	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.218.192.0/19	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		10
5.218.224.0/19	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		13
5.219.0.0/17	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.219.128.0/17	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.220.0.0/15	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.222.0.0/15	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.224.0.0/11	36.0.0.0/6	0.0.0.0/16	0.0.32.0/19		6
5.0.0.0/9	32.0.0.0/5	0.0.0.0/16	0.0.64.0/18		10
5.128.0.0/10	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.192.0.0/12	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.208.0.0/14	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.212.0.0/14	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.216.0.0/16	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.217.0.0/16	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.218.0.0/18	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.218.64.0/18	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.218.128.0/18	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.218.192.0/20	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.218.208.0/20	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		9
5.218.224.0/20	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		12
5.218.240.0/20	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.219.0.0/16	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.220.0.0/14	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.224.0.0/12	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.240.0.0/12	32.0.0.0/6	0.0.0.0/16	0.0.64.0/18		5
5.128.0.0/10	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.192.0.0/12	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.208.0.0/14	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.212.0.0/14	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.216.0.0/16	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.217.0.0/16	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.218.0.0/18	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		7
5.218.64.0/18	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		7
5.218.128.0/18	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.218.192.0/20	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.218.208.0/20	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		10
5.218.224.0/20	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		13
5.218.240.0/20	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.219.0.0/16	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.220.0.0/14	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.224.0.0/12	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
5.240.0.0/12	36.0.0.0/6	0.0.0.0/16	0.0.64.0/18		6
4.0.0.0/8	32.0.0.0/5	0.0.0.0/16	0.0.128.0/17		10
5.0.0.0/9	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.128.0.0/11	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.160.0.0/11	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.192.0.0/13	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.200.0.0/13	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.208.0.0/13	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.216.0.0/15	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.218.0.0/17	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.218.128.0/19	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.218.160.0/19	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.218.192.0/19	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		9
5.218.224.0/19	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		12
5.219.0.0/17	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.219.128.0/17	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.220.0.0/15	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.222.0.0/15	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.224.0.0/11	32.0.0.0/6	0.0.0.0/16	0.0.128.0/17		5
5.0.0.0/9	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.128.0.0/11	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.160.0.0/11	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.192.0.0/13	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.200.0.0/13	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.208.0.0/13	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.216.0.0/15	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.218.0.0/17	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		7
5.218.128.0/19	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.218.160.0/19	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.218.192.0/19	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		10
5.218.224.0/19	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		13
5.219.0.0/17	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.219.128.0/17	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.220.0.0/15	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.222.0.0/15	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
5.224.0.0/11	36.0.0.0/6	0.0.0.0/16	0.0.128.0/17		6
6.0.0.0/7	32.0.0.0/7	0.0.0.0/16	0.0.0.0/16		5
6.0.0.0/7	34.0.0.0/7	0.0.0.0/16	0.0.0.0/16		11
6.0.0.0/7	36.0.0.0/7	0.0.0.0/16	0.0.0.0/16		11
6.0.0.0/7	38.0.0.0/7	0.0.0.0/16	0.0.0.0/16		9
4.0.0.0/8	40.0.0.0/5	0.0.0.0/16	0.0.0.0/17		10
5.0.0.0/9	40.0.0.0/5	0.0.0.0/16	0.0.0.0/18		10
5.128.0.0/10	40.0.0.0/5	0.0.0.0/16	0.0.0.0/19		9
5.192.0.0/12	40.0.0.0/5	0.0.0.0/16	0.0.0.0/21		9
5.208.0.0/13	40.0.0.0/5	0.0.0.0/16	0.0.0.0/22		9
5.216.0.0/16	40.0.0.0/5	0.0.0.0/16	0.0.0.0/23		7
5.217.0.0/16	40.0.0.0/5	0.0.0.0/16	0.0.0.0/23		7
5.218.0.0/18	40.0.0.0/5	0.0.0.0/16	0.0.0.0/23		8
5.218.64.0/18	40.0.0.0/5	0.0.0.0/16	0.0.0.0/23		8
5.218.128.0/18	40.0.0.0/5	0.0.0.0/16	0.0.0.0/23		7
5.218.192.0/20	40.0.0.0/5	0.0.0.0/16	0.0.0.0/23		7
5.218.208.0/20	40.0.0.0/5	0.0.0.0/16	0.0.0.0/23		12
5.218.224.0/21	40.0.0.0/5	0.0.0.0/16	0.0.0.0/24		7
5.218.232.0/22	40.0.0.0/5	0.0.0.0/16	0.0.0.0/25		9
5.218.236.0/22	40.0.0.0/5	0.0.0.0/16	0.0.0.0/25		15
5.218.232.0/22	40.0.0.0/5	0.0.0.0/16	0.0.0.128/25		3
5.218.236.0/22	40.0.0.0/5	0.0.0.0/16	0.0.0.128/25		8
5.218.224.0/21	40.0.0.0/5	0.0.0.0/16	0.0.1.0/24		2
5.218.232.0/21	40.0.0.0/5	0.0.0.0/16	0.0.1.0/24		9
5.218.240.0/20	40.0.0.0/5	0.0.0.0/16	0.0.0.0/23		7
5.219.0.0/16	40.0.0.0/5	0.0.0.0/16	0.0.0.0/23		7
5.220.0.0/14	40.0.0.0/5	0.0.0.0/16	0.0.0.0/23		7
5.216.0.0/16	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		4
5.217.0.0/16	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		4
5.218.0.0/18	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		5
5.218.64.0/18	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		5
5.218.128.0/18	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		4
5.218.192.0/20	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		4
5.218.208.0/20	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		9
5.218.224.0/20	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		12
5.218.240.0/20	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		4
5.219.0.0/16	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		5
5.220.0.0/14	40.0.0.0/5	0.0.0.0/16	0.0.2.0/23		4
5.208.0.0/13	40.0.0.0/5	0.0.0.0/16	0.0.4.0/22		2
5.216.0.0/15	40.0.0.0/5	0.0.0.0/16	0.0.4.0/22		2
5.218.0.0/17	40.0.0.0/5	0.0.0.0/16	0.0.4.0/22		3
5.218.128.0/17	40.0.0.0/5	0.0.0.0/16	0.0.4.0/22		15
5.219.0.0/17	40.0.0.0/5	0.0.0.0/16	0.0.4.0/22		2
5.219.128.0/17	40.0.0.0/5	0.0.0.0/16	0.0.4.0/22		2
5.220.0.0/15	40.0.0.0/5	0.0.0.0/16	0.0.4.0/22		2
5.222.0.0/15	40.0.0.0/5	0.0.0.0/16	0.0.4.0/22		2
5.192.0.0/12	40.0.0.0/5	0.0.0.0/16	0.0.8.0/21		2
5.208.0.0/12	40.0.0.0/5	0.0.0.0/16	0.0.8.0/21		14
5.224.0.0/11	40.0.0.0/5	0.0.0.0/16	0.0.0.0/20		9
5.192.0.0/13	40.0.0.0/5	0.0.0.0/16	0.0.16.0/20		2
5.200.0.0/13	40.0.0.0/5	0.0.0.0/16	0.0.16.0/20		2
